site,genus,sp,subsp,common_name,source,
DSNY,Accipiter,cooperii,,Cooper's hawk,http://www.mendeley.com/c/5605595424/g/2058663/2012-dwp-listed-vertebrates/,
DSNY,Nycticorax,nycticorax,hoactli,Black-crowned night heron,http://www.mendeley.com/c/5605595424/g/2058663/2012-dwp-listed-vertebrates/,
DSNY,Nycticorax,violaceus,violaceus,Yellow-crowned night heron,http://www.mendeley.com/c/5605595424/g/2058663/2012-dwp-listed-vertebrates/,
DSNY,Picoides,villosus,audubonii,Hairy woodpecker,http://www.mendeley.com/c/5605595424/g/2058663/2012-dwp-listed-vertebrates/,
DSNY,Plegadis,falcinellus,falcinellus,Glossy ibis,http://www.mendeley.com/c/5605595424/g/2058663/2012-dwp-listed-vertebrates/,
DSNY,Casmerodius,albus,egretta,Great egret,http://www.mendeley.com/c/5605595424/g/2058663/2012-dwp-listed-vertebrates/,
DSNY,Ixobrychus,exilis,exilis,Least bittern,http://www.mendeley.com/c/5605595424/g/2058663/2012-dwp-listed-vertebrates/,
DSNY,Falco,sparverius,paulus,Southeastern kestrel,http://www.mendeley.com/c/5605595424/g/2058663/2012-dwp-listed-vertebrates/,
DSNY,Sterna,caspia,,Caspian tern,http://www.mendeley.com/c/5605595424/g/2058663/2012-dwp-listed-vertebrates/,
DSNY,Ammodramus,savannarum,floridanus,Florida grasshopper sparrow,http://www.mendeley.com/c/5605595424/g/2058663/2012-dwp-listed-vertebrates/,
DSNY,Picoides,borealis,,Red-cockaded woodpecker,http://www.mendeley.com/c/5605595424/g/2058663/2012-dwp-listed-vertebrates/,
DSNY,Grus,americana,,Whooping crane,http://www.mendeley.com/c/5605595424/g/2058663/2012-dwp-listed-vertebrates/,
SCBI,Phalacrocorax ,auritus,,Double-crested Cormorant,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Ardea,herodias,,Great Blue Heron,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Ardea ,alba,,Great Egret,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Butorides,virescens,,Green Heron,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Nycticorax,nycticorax,,Black-crowned Night-Heron,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Nyctanassa, violacea,,Yellow-crowned Night-Heron,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Coragyps,atratus,,Black Vulture,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Cathartes,aura,,Turkey Vulture,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Branta,canadensis,,Canada Goose,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Aix,sponsa,,Wood Duck,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Anas,rubripes,,American Black Duck,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Anas, platyrhynchos,,Mallard,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Mergus,merganser,,Common Merganser,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Pandion,haliaetus,,Osprey,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Haliaeetus,leucocephalus,,Bald Eagle,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Accipiter,Cooperii,,Cooper's Hawk,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Buteo,lineatus,,Red-shouldered Hawk,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Buteo,jamaicensis,,Red-tailed Hawk,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Meleagris,gallopavo,,Wild Turkey,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Colinus,virginianus,virginianus,Northern Bobwhite,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Fulica ,americana,,American Coot,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Charadrius, vociferus,,Killdeer,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Larus,sp.,,Gull sp.,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Columba,livia,,Rock Pigeon,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Zenaida,macroura ,,Mourning Dove,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Coccyzus,americanus,,Yellow-billed Cuckoo,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Strix ,varia ,,Barred Owl,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Chaetura,pelagica,,Chimney Swift,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Archilochus,colubris ,,Ruby-throated Hummingbird,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Megaceryle,alcyon,,Belted Kingfisher,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,,,,Woodpecker sp.,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Melanerpes,carolinus,,Red-bellied Woodpecker,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Picoides,pubescens,,Downy Woodpecker,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Picoides,villosus,,Hairy Woodpecker,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Colaptes,auratus,,Northern Flicker,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI, Dryocopus,pileatus,,Pileated Woodpecker,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Contopus,virens,,Eastern Wood-Pewee,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Empidonax,virescens,,Acadian Flycatcher,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Empidonax,traillii ,,Willow Flycatcher,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Sayornis,phoebe,,Eastern Phoebe,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Myiarchus,crinitus,,Great Crested Flycatcher,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Tyrannus,tyrannus,,Eastern Kingbird,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Vireo,griseus,,White-eyed Vireo,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Vireo,flavifrons,,Yellow-throated Vireo,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Vireo,gilvus ,,Warbling Vireo,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Vireo,olivaceus,,Red-eyed Vireo,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Cyanocitta,cristata,,Blue Jay,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Corvus,brachyrhynchos,,American Crow,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Corvus,ossifragus,,Fish Crow,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Corvus,sp.,,Crow sp.,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Progne,subis,,Purple Martin,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Tachycineta,bicolor,,Tree Swallow,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,,,,Swallow sp.,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Stelgidopteryx,,,Northern  Rough-winged Swallow,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Riparia,riparia,,Bank Swallow,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Hirundo,rustica,Linnaeus,Barn Swallow,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Parus,carolinensis ,,Carolina Chickadee,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Baeolophus,bicolor,,Tufted Titmouse,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Sitta,carolinensis,,White-breasted Nuthatch,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Thryothorus,ludovicianus,,Carolina Wren,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Troglodytes,aedon,,House Wren,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Polioptila,caerulea,,Blue-gray Gnatcatcher,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Sialia,sialis,,Eastern Bluebird,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Hylocichla,mustelina ,,Wood Thrush,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Turdus,migratorius,,American Robin,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Dumetella,carolinensis,,Gray Catbird,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Mimus,polyglottos,,Northern Mockingbird,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Toxostoma,rufum ,,Brown Thrasher,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Sturnus,vulgaris,,European Starling,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Bombycilla,cedrorum,,Cedar Waxwing,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Parula,americana,,Northern Parula,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Dendroica,petechia,,Yellow Warbler,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Dendroica,caerulescens,,Black-throated Blue Warbler,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Dendroica,virens,,Black-throated Green Warbler,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Dendroica,dominica ,,Yellow-throated Warbler,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Dendroica,pinus,,Pine Warbler,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Dendroica,discolor,,Prairie Warbler,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Protonotaria,citrea,,Prothonotary Warbler,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Helmitheros,vermivorum,,Worm-eating Warbler,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Seiurus,aurocapilla,,Ovenbird,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Seiurus,motacilla,,Louisiana Waterthrush,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Geothlypis,trichas ,,Common Yellowthroat,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Icteria,virens,,Yellow-breasted Chat,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Piranga,rubra,,Summer Tanager,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Piranga,olivacea,,Scarlet Tanager,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Pipilo,erythrophthalmus,,Eastern Towhee,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Spizella,passerina,,Chipping Sparrow,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Spizella,pusilla,,Field Sparrow,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,,,,Sparrow sp.,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Ammodramus,savannarum,,Grasshopper Sparrow,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Melospiza,melodia,,Song Sparrow,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Cardinalis,cardinalis,,Northern Cardinal,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Pheucticus,ludovicianus ,,Rose-breasted Grosbeak,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Passerina,caerulea,,Blue Grosbeak,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Passerina,cyanea,,Indigo Bunting,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Agelaius,phoeniceus,,Red-winged Blackbird,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Sturnella,magna,,Eastern Meadowlark,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Quiscalus,quiscula,,Common Grackle,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Molothrus,ater,,Brown-headed Cowbird,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Icterus,spurius,,Orchard Oriole,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI, Icterus,galbula,,Baltimore Oriole,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Carpodacus,mexicanus,,House Finch,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Carduelis,tristis,,American Goldfinch,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SCBI,Passer,domesticus,,House Sparrow,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Phalacrocorax ,auritus,,Double-crested Cormorant,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Ardea,herodias,,Great Blue Heron,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Ardea ,alba,,Great Egret,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Butorides,virescens,,Green Heron,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Nycticorax,nycticorax,,Black-crowned Night-Heron,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Nyctanassa, violacea,,Yellow-crowned Night-Heron,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Coragyps,atratus,,Black Vulture,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Cathartes,aura,,Turkey Vulture,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Branta,canadensis,,Canada Goose,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Aix,sponsa,,Wood Duck,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Anas,rubripes,,American Black Duck,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Anas, platyrhynchos,,Mallard,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Mergus,merganser,,Common Merganser,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Pandion,haliaetus,,Osprey,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Haliaeetus,leucocephalus,,Bald Eagle,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Accipiter,Cooperii,,Cooper's Hawk,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Buteo,lineatus,,Red-shouldered Hawk,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Buteo,jamaicensis,,Red-tailed Hawk,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Meleagris,gallopavo,,Wild Turkey,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Colinus,virginianus,virginianus,Northern Bobwhite,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Fulica ,americana,,American Coot,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Charadrius, vociferus,,Killdeer,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Larus,sp.,,Gull sp.,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Columba,livia,,Rock Pigeon,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Zenaida,macroura ,,Mourning Dove,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Coccyzus,americanus,,Yellow-billed Cuckoo,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Strix ,varia ,,Barred Owl,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Chaetura,pelagica,,Chimney Swift,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Archilochus,colubris ,,Ruby-throated Hummingbird,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Megaceryle,alcyon,,Belted Kingfisher,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,,,,Woodpecker sp.,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Melanerpes,carolinus,,Red-bellied Woodpecker,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Picoides,pubescens,,Downy Woodpecker,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Picoides,villosus,,Hairy Woodpecker,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Colaptes,auratus,,Northern Flicker,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC, Dryocopus,pileatus,,Pileated Woodpecker,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Contopus,virens,,Eastern Wood-Pewee,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Empidonax,virescens,,Acadian Flycatcher,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Empidonax,traillii ,,Willow Flycatcher,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Sayornis,phoebe,,Eastern Phoebe,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Myiarchus,crinitus,,Great Crested Flycatcher,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Tyrannus,tyrannus,,Eastern Kingbird,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Vireo,griseus,,White-eyed Vireo,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Vireo,flavifrons,,Yellow-throated Vireo,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Vireo,gilvus ,,Warbling Vireo,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Vireo,olivaceus,,Red-eyed Vireo,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Cyanocitta,cristata,,Blue Jay,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Corvus,brachyrhynchos,,American Crow,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Corvus,ossifragus,,Fish Crow,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Corvus,sp.,,Crow sp.,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Progne,subis,,Purple Martin,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Tachycineta,bicolor,,Tree Swallow,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,,,,Swallow sp.,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Stelgidopteryx,,,Northern  Rough-winged Swallow,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Riparia,riparia,,Bank Swallow,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Hirundo,rustica,Linnaeus,Barn Swallow,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Parus,carolinensis ,,Carolina Chickadee,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Baeolophus,bicolor,,Tufted Titmouse,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Sitta,carolinensis,,White-breasted Nuthatch,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Thryothorus,ludovicianus,,Carolina Wren,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Troglodytes,aedon,,House Wren,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Polioptila,caerulea,,Blue-gray Gnatcatcher,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Sialia,sialis,,Eastern Bluebird,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Hylocichla,mustelina ,,Wood Thrush,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Turdus,migratorius,,American Robin,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Dumetella,carolinensis,,Gray Catbird,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Mimus,polyglottos,,Northern Mockingbird,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Toxostoma,rufum ,,Brown Thrasher,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Sturnus,vulgaris,,European Starling,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Bombycilla,cedrorum,,Cedar Waxwing,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Parula,americana,,Northern Parula,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Dendroica,petechia,,Yellow Warbler,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Dendroica,caerulescens,,Black-throated Blue Warbler,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Dendroica,virens,,Black-throated Green Warbler,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Dendroica,dominica ,,Yellow-throated Warbler,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Dendroica,pinus,,Pine Warbler,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Dendroica,discolor,,Prairie Warbler,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Protonotaria,citrea,,Prothonotary Warbler,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Helmitheros,vermivorum,,Worm-eating Warbler,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Seiurus,aurocapilla,,Ovenbird,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Seiurus,motacilla,,Louisiana Waterthrush,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Geothlypis,trichas ,,Common Yellowthroat,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Icteria,virens,,Yellow-breasted Chat,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Piranga,rubra,,Summer Tanager,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Piranga,olivacea,,Scarlet Tanager,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Pipilo,erythrophthalmus,,Eastern Towhee,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Spizella,passerina,,Chipping Sparrow,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Spizella,pusilla,,Field Sparrow,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,,,,Sparrow sp.,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Ammodramus,savannarum,,Grasshopper Sparrow,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Melospiza,melodia,,Song Sparrow,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Cardinalis,cardinalis,,Northern Cardinal,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Pheucticus,ludovicianus ,,Rose-breasted Grosbeak,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Passerina,caerulea,,Blue Grosbeak,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
SERC,Passerina,cyanea,,Indigo Bunting,http://www.mendeley.com/library/showrecent/document/5627401964/#document-5627401964,
